Unnamed: 0,2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,Institution Name - WRONG,Wikidata
200,=461,352=,University of Jena,DE,Germany,L,FC,VH,5.0,A,18.5,482,6.0,601+,99.9,20,10.0,701+,,,22.4,509,84.0,125,8.1,701+,16.1,592=,24.9,Universität Jena,"{""entities"": {""Q154561"": {""type"": ""item"", ""id"": ""Q154561"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university located in Jena, Thuringia, Germany""}}}}, ""success"": 1}"
201,464,420=,University of Mainz,DE,Germany,XL,FC,VH,5.0,A,22.6,389,12.7,601+,54.5,281,14.8,641,38.5,418,16.2,594,70.2,193,10.4,701+,19.0,552=,24.8,Johannes Gutenberg Universität Mainz,"{""entities"": {""Q161982"": {""type"": ""item"", ""id"": ""Q161982"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Mainz, Germany""}}}}, ""success"": 1}"
202,=465,369=,Umeå University,SE,Sweden,L,FC,VH,4.0,A,19.7,449,13.9,583,68.3,191,14.9,637,23.8,554,9.6,701+,44.8,349,12.7,681,47.8,318=,24.7,Umea University,"{""entities"": {""Q1144565"": {""type"": ""item"", ""id"": ""Q1144565"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Ume\u00e5, Sweden""}}}}, ""success"": 1}"
203,=465,521-530,University of Bordeaux,FR,France,XL,FO,VH,5.0,A,30.2,289,5.3,601+,14.4,701+,21.4,537,25.6,527,19.5,554,91.2,74,11.9,701+,35.8,393=,24.7,University of Bordeaux,"{""entities"": {""Q13344"": {""type"": ""item"", ""id"": ""Q13344"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in France""}}}}, ""success"": 1}"
204,=469,561-570,University of Pavia,IT,Italy,L,FC,VH,5.0,A,21.2,413,5.8,601+,7.5,701+,51.0,257,6.1,701+,13.2,657,53.1,296,13.2,652,44.4,336=,24.6,Università degli Studi di Pavia,"{""entities"": {""Q219317"": {""type"": ""item"", ""id"": ""Q219317"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Italy""}}}}, ""success"": 1}"
205,=473,335=,Ural Federal University,RU,Russia,XL,CO,VH,5.0,A,21.3,410,13.3,601+,93.2,70,2.1,701+,5.7,701+,25.8,465,63.3,225,7.4,701+,24.8,490=,24.4,Ural Federal University - UrFU,"{""entities"": {""Q1506552"": {""type"": ""item"", ""id"": ""Q1506552"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
206,=473,400=,Vilnius University,LT,Lithuania,L,FC,HI,5.0,A,19.8,447,27.8,346,83.0,119,3.0,701+,13.0,701+,14.9,622,43.5,351,25.5,325,11.7,647=,24.4,Vilnius University,"{""entities"": {""Q658192"": {""type"": ""item"", ""id"": ""Q658192"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in Vilnius, Lithuania; oldest university in the Baltic states""}}}}, ""success"": 1}"
207,=476,400=,Technical University of Valencia,ES,Spain,L,CO,VH,4.0,A,26.2,338,12.0,601+,47.0,332,19.6,561,4.3,701+,23.9,489,56.8,271,8.1,701+,28.1,467=,24.3,Universitat Politècnica de València,"{""entities"": {""Q2003976"": {""type"": ""item"", ""id"": ""Q2003976"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Spain""}}}}, ""success"": 1}"
208,478,541-550,University of Konstanz,DE,Germany,M,CO,VH,4.0,A,20.4,430,6.9,601+,33.7,473,21.2,541,79.8,230,14.2,638,24.1,506,15.6,536,55.8,271=,24.2,Universität Konstanz,"{""entities"": {""Q835440"": {""type"": ""item"", ""id"": ""Q835440"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""University in Konstanz, Germany""}}}}, ""success"": 1}"
209,479,420=,Leipzig University,DE,Germany,L,FC,VH,5.0,A,25.4,344,10.2,601+,71.0,181,9.6,701+,,,15.8,602,59.3,249,10.0,701+,34.6,403=,24.1,Universität Leipzig,"{""entities"": {""Q154804"": {""type"": ""item"", ""id"": ""Q154804"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Leipzig, Germany""}}}}, ""success"": 1}"
210,=481,601-650,Bangor University,UK,United Kingdom,M,FC,VH,5.0,A,8.8,601+,5.3,601+,14.9,701+,39.7,346,42.2,391,55.4,267,24.6,503,13.0,661,87.4,108=,23.9,Bangor University,"{""entities"": {""Q790029"": {""type"": ""item"", ""id"": ""Q790029"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Welsh institute of higher education""}}}}, ""success"": 1}"
211,=481,601-650,Leibniz University Hannover,DE,Germany,L,CO,VH,5.0,A,21.3,408,33.2,298,16.8,701+,14.8,640,40.5,408,30.6,418,44.3,350,13.1,654,29.9,449=,23.9,Leibniz University Hannover,"{""entities"": {""Q678982"": {""type"": ""item"", ""id"": ""Q678982"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university located in Hannover, Germany""}}}}, ""success"": 1}"
212,481,601-650,University of Milano-Bicocca,IT,Italy,L,FO,VH,3.0,A,20.6,424,9.6,601+,2.9,701+,57.1,227,3.3,701+,4.6,701+,45.2,344,13.2,650,29.4,453=,24.0,University of Milano-Bicocca,"{""entities"": {""Q1073674"": {""type"": ""item"", ""id"": ""Q1073674"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Milan""}}}}, ""success"": 1}"
213,485,571-580,University of Valencia,ES,Spain,XL,FC,VH,5.0,A,33.9,255,7.3,601+,10.9,701+,22.4,523,2.3,701+,16.6,588,83.4,128,6.6,701+,31.6,425=,23.8,Universitat de Valencia,"{""entities"": {""Q383568"": {""type"": ""item"", ""id"": ""Q383568"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Valencia, Spain""}}}}, ""success"": 1}"
214,=489,499=,University of Rome Tor Vergata,IT,Italy,L,CO,VH,3.0,A,31.5,277,12.6,601+,7.6,701+,38.1,367,7.1,701+,16.2,596,32.8,435,7.8,701+,15.2,608=,23.6,"University of Rome ""Tor Vergata""","{""entities"": {""Q1031803"": {""type"": ""item"", ""id"": ""Q1031803"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Italian university""}}}}, ""success"": 1}"
215,=494,561-570,University of Seville,ES,Spain,XL,FC,VH,5.0,A,38.8,220,10.4,601+,16.7,701+,8.5,701+,3.6,701+,16.0,599,82.0,135,8.0,701+,29.1,456=,23.4,Universidad de Sevilla,"{""entities"": {""Q1229996"": {""type"": ""item"", ""id"": ""Q1229996"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
216,=498,601-650,Ulster University,UK,United Kingdom,L,CO,VH,4.0,A,8.4,601+,13.0,601+,11.9,701+,12.1,697,100.0,72,90.5,117,38.5,388,11.6,701+,63.7,230,23.2,Ulster University,"{""entities"": {""Q2096524"": {""type"": ""item"", ""id"": ""Q2096524"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""multi-campus university located in Northern Ireland""}}}}, ""success"": 1}"
217,=502,561-570,Bilkent University,TR,Turkey,M,CO,VH,3.0,B,22.2,396,44.9,196,17.2,701+,12.9,679,72.0,264,5.7,701+,4.1,701+,14.3,588,14.2,621=,23.1,Bilkent University,"{""entities"": {""Q861904"": {""type"": ""item"", ""id"": ""Q861904"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Turkish foundation university located in Ankara""}}}}, ""success"": 1}"
218,=502,701-750,University of Portsmouth,UK,United Kingdom,L,CO,VH,3.0,A,8.4,601+,9.6,601+,8.7,701+,18.7,572,75.1,253,87.3,134,44.8,348,12.6,690,73.1,187=,23.1,University of Portsmouth,"{""entities"": {""Q2744209"": {""type"": ""item"", ""id"": ""Q2744209"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""University in Portsmouth, UK""}}}}, ""success"": 1}"
219,=505,511-520,Università Cattolica del Sacro Cuore,IT,Italy,L,FO,VH,5.0,B,23.5,367,31.4,314,35.0,453,13.4,672,10.4,701+,12.7,668,9.0,696,26.0,318,44.4,336=,23.0,Università Cattolica del Sacro Cuore,"{""entities"": {""Q229022"": {""type"": ""item"", ""id"": ""Q229022"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Italian university""}}}}, ""success"": 1}"
220,=509,511-520,University of Bayreuth,DE,Germany,M,CO,VH,3.0,A,10.3,601+,19.3,467,46.4,338,27.0,464,50.1,357,21.9,515,40.2,374,12.1,701+,15.4,603=,22.9,University of Bayreuth,"{""entities"": {""Q702482"": {""type"": ""item"", ""id"": ""Q702482"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Germany""}}}}, ""success"": 1}"
221,=511,443=,SOAS University of London,UK,United Kingdom,M,SP,,5.0,A,18.1,494,9.5,601+,18.3,701+,15.2,629,100.0,51,99.0,51,1.0,701+,19.6,427,3.8,701+,22.8,SOAS University of London,"{""entities"": {""Q220144"": {""type"": ""item"", ""id"": ""Q220144"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""University in the UK""}}}}, ""success"": 1}"
222,=511,581-590,Toulouse III - Paul Sabatier University,FR,France,L,FO,VH,5.0,A,18.4,485,3.4,601+,40.4,388,24.8,493,5.5,701+,23.5,493,98.2,20,7.4,701+,21.8,524=,22.8,Université Paul Sabatier Toulouse III,"{""entities"": {""Q1273188"": {""type"": ""item"", ""id"": ""Q1273188"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""French university located in Toulouse, France. Created in 1969""}}}}, ""success"": 1}"
223,=514,701-750,Boğaziçi University,TR,Turkey,L,CO,HI,5.0,A,23.0,378,58.4,138,4.0,701+,14.3,649,11.1,701+,2.6,701+,4.9,701+,52.7,121,6.2,701+,22.7,Boğaziçi University,"{""entities"": {""Q896267"": {""type"": ""item"", ""id"": ""Q896267"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Turkish public university located in \u0130stanbul""}}}}, ""success"": 1}"
224,=514,601-650,University of Bremen,DE,Germany,L,CO,VH,4.0,A,19.7,450,8.4,601+,16.3,701+,24.4,496,41.7,394,26.7,453,77.7,160,7.2,701+,28.1,467=,22.7,Universität Bremen,"{""entities"": {""Q500692"": {""type"": ""item"", ""id"": ""Q500692"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Germany""}}}}, ""success"": 1}"
225,=523,551-560,University of Zaragoza,ES,Spain,L,FC,VH,5.0,A,22.9,381,4.5,601+,57.6,252,7.1,701+,4.1,701+,9.7,701+,55.3,282,8.0,701+,80.6,145,22.5,Universidad de Zaragoza,"{""entities"": {""Q633561"": {""type"": ""item"", ""id"": ""Q633561"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Spain""}}}}, ""success"": 1}"
226,=523,651-700,University of Hull,UK,United Kingdom,L,FC,HI,4.0,A,8.5,601+,3.5,601+,13.0,701+,25.4,477,57.4,322,67.4,221,36.4,407,16.8,507,85.2,118=,22.5,University of Hull,"{""entities"": {""Q1474019"": {""type"": ""item"", ""id"": ""Q1474019"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Kingston upon Hull, United Kingdom""}}}}, ""success"": 1}"
227,=526,345,Moscow State Institute of International Relations,RU,Russia,M,SP,,4.0,A,11.8,601+,21.3,436,100.0,17,1.4,701+,12.7,701+,46.2,315,1.0,701+,47.6,144,1.0,701+,22.3,MGIMO University,"{""entities"": {""Q322964"": {""type"": ""item"", ""id"": ""Q322964"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""diplomatic school of the Ministry of Foreign Affairs of Russia""}}}}, ""success"": 1}"
228,=526,531-540,Sabancı University,TR,Turkey,S,CO,VH,3.0,B,18.1,496,37.5,262,34.5,465,19.2,567,37.0,437,15.0,620,1.8,701+,11.2,701+,15.4,603=,22.3,Sabanci University,"{""entities"": {""Q7395882"": {""type"": ""item"", ""id"": ""Q7395882"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Turkish private university located in Istanbul""}}}}, ""success"": 1}"
229,=530,651-700,Aristotle University of Thessaloniki,GR,Greece,XL,FC,VH,4.0,A,28.7,305,25.9,370,3.8,701+,13.5,667,1.4,701+,4.0,701+,75.4,169,15.7,532,36.6,388,22.1,Aristotle University of Thessaloniki,"{""entities"": {""Q667568"": {""type"": ""item"", ""id"": ""Q667568"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""higher education institution based in Thessaloniki, Greece""}}}}, ""success"": 1}"
230,=530,521-530,Kiel University,DE,Germany,L,FC,VH,5.0,A,18.6,478,10.1,601+,47.7,328,16.1,616,,,9.4,701+,79.9,145,10.5,701+,42.3,351=,22.1,Christian-Albrechts-University zu Kiel,"{""entities"": {""Q156737"": {""type"": ""item"", ""id"": ""Q156737"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Germany""}}}}, ""success"": 1}"
231,=530,651-700,University of Genoa,IT,Italy,L,FC,VH,5.0,A,17.4,511,3.8,601+,11.3,701+,40.6,340,4.8,701+,8.8,701+,54.3,291,12.7,679,61.9,243=,22.1,University of Genoa,"{""entities"": {""Q593321"": {""type"": ""item"", ""id"": ""Q593321"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Genoa, Italy""}}}}, ""success"": 1}"
232,=534,382=,Peter the Great St. Petersburg Polytechnic University,RU,Russia,L,FO,VH,5.0,A,16.7,529,9.0,601+,77.6,148,3.0,701+,15.0,669,87.6,131,21.9,528,4.3,701+,18.2,564=,22.0,Peter the Great St. Petersburg Polytechnic University,"{""entities"": {""Q1379834"": {""type"": ""item"", ""id"": ""Q1379834"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Russia""}}}}, ""success"": 1}"
233,=534,591-600,University of Crete,GR,Greece,L,FC,HI,4.0,A,15.1,575,14.3,573,3.0,701+,67.9,158,1.7,701+,3.8,701+,13.4,619,8.9,701+,3.5,701+,22.0,University of Crete,"{""entities"": {""Q2302473"": {""type"": ""item"", ""id"": ""Q2302473"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""multi-disciplinary, research-oriented institution in the island of Crete, Greece""}}}}, ""success"": 1}"
234,=534,601-650,University of Salamanca,ES,Spain,L,FC,VH,5.0,A,26.8,324,15.0,550,23.2,611,6.9,701+,6.7,701+,22.4,510,45.3,343,15.3,550,72.5,189=,22.0,University of Salamanca,"{""entities"": {""Q308963"": {""type"": ""item"", ""id"": ""Q308963"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Salamanca, Spain""}}}}, ""success"": 1}"
235,=538,511-520,University of Alcalá,ES,Spain,L,FC,HI,3.0,A,10.0,601+,4.7,601+,68.8,189,5.2,701+,20.0,590,66.3,225,37.9,395,9.4,701+,74.3,179,21.9,Universidad de Alcalá,"{""entities"": {""Q1243904"": {""type"": ""item"", ""id"": ""Q1243904"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university, founded in 1977 in Alcala de Henares, Madrid, Spain""}}}}, ""success"": 1}"
236,=542,359=,ITMO University,RU,Russia,M,FO,VH,5.0,A,12.0,601+,11.6,601+,96.2,55,6.9,701+,21.4,579,38.9,354,27.3,476,7.3,701+,15.0,612=,21.7,ITMO University,"{""entities"": {""Q1342013"": {""type"": ""item"", ""id"": ""Q1342013"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
237,=542,375=,University of Ulm,DE,Germany,M,FO,VH,4.0,A,7.6,601+,3.9,601+,78.3,144,33.7,404,41.1,403,21.1,533,14.5,603,7.2,701+,3.2,701+,21.7,University Ulm,"{""entities"": {""Q835662"": {""type"": ""item"", ""id"": ""Q835662"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Germany""}}}}, ""success"": 1}"
238,=548,651-700,Northumbria University,UK,United Kingdom,L,CO,VH,4.0,A,10.5,601+,15.9,530,10.7,701+,16.0,621,67.2,291,72.3,199,49.8,314,16.0,523,29.1,456=,21.4,Northumbria University at Newcastle,"{""entities"": {""Q2503794"": {""type"": ""item"", ""id"": ""Q2503794"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Newcastle upon Tyne, England""}}}}, ""success"": 1}"
239,=548,551-560,University of Eastern Finland,FI,Finland,L,CO,VH,4.0,A,14.8,588,9.7,601+,39.4,403,24.6,494,30.9,482,4.8,701+,62.4,230,8.1,701+,28.4,463=,21.4,University of Eastern Finland,"{""entities"": {""Q2093139"": {""type"": ""item"", ""id"": ""Q2093139"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Finland with campuses in Joensuu and Kuopio""}}}}, ""success"": 1}"
240,=551,449=,Hasselt University,BE,Belgium,M,FO,VH,4.0,A,5.8,601+,3.4,601+,78.8,143,18.3,579,76.0,247,23.9,488,27.2,478,10.2,701+,15.9,596=,21.3,Hasselt University,"{""entities"": {""Q1781858"": {""type"": ""item"", ""id"": ""Q1781858"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Belgian university""}}}}, ""success"": 1}"
241,=556,591-600,Polytechnic University of Bari,IT,Italy,S,SP,,3.0,A,6.5,601+,4.6,601+,15.6,701+,79.3,114,5.0,701+,7.9,701+,4.1,701+,5.5,701+,1.1,701+,21.1,Politecnico di Bari,"{""entities"": {""Q1054324"": {""type"": ""item"", ""id"": ""Q1054324"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Italy""}}}}, ""success"": 1}"
242,=556,358,"University of Chemistry and Technology, Prague",CZ,Czech Republic,S,FO,VH,4.0,A,6.1,601+,7.9,601+,99.0,35,12.9,680,27.8,502,71.9,201,3.2,701+,10.1,701+,1.3,701+,21.1,"University of Chemistry and Technology, Prague","{""entities"": {""Q1476341"": {""type"": ""item"", ""id"": ""Q1476341"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Czechia""}}}}, ""success"": 1}"
243,=561,651-700,University of Plymouth,UK,United Kingdom,L,FC,HI,5.0,A,9.0,601+,12.1,601+,12.2,701+,29.1,443,51.3,352,38.9,352,45.4,342,11.2,701+,45.0,335,21.0,University of Plymouth,"{""entities"": {""Q1711558"": {""type"": ""item"", ""id"": ""Q1711558"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Plymouth, UK""}}}}, ""success"": 1}"
244,=563,571-580,University of Fribourg,CH,Switzerland,M,CO,VH,5.0,A,10.7,601+,3.8,601+,5.3,701+,38.8,355,100.0,76,45.4,319,8.9,701+,20.4,411,5.2,701+,20.9,Université de Fribourg,"{""entities"": {""Q36188"": {""type"": ""item"", ""id"": ""Q36188"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in the city of Fribourg, Switzerland""}}}}, ""success"": 1}"
245,=567,651-700,University of Huddersfield,UK,United Kingdom,L,CO,VH,3.0,A,12.5,601+,15.0,548,6.7,701+,20.9,547,65.1,295,79.4,165,41.2,367,9.0,701+,7.3,701+,20.8,University of Huddersfield,"{""entities"": {""Q3056815"": {""type"": ""item"", ""id"": ""Q3056815"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Huddersfield, West Yorkshire""}}}}, ""success"": 1}"
246,=571,651-700,Coventry University,UK,United Kingdom,XL,CO,VH,3.0,A,9.2,601+,12.5,601+,15.7,701+,6.8,701+,74.8,257,100.0,26,50.7,308,13.7,626,26.6,481=,20.7,Coventry University,"{""entities"": {""Q1138080"": {""type"": ""item"", ""id"": ""Q1138080"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Coventry, West Midlands, United Kingdom""}}}}, ""success"": 1}"
247,=571,521-530,Warsaw University of Technology,PL,Poland,L,FO,VH,5.0,A,22.8,382,49.8,172,38.7,408,4.3,701+,1.8,701+,10.3,701+,9.7,676,11.5,701+,2.1,701+,20.7,Warsaw University of Technology,"{""entities"": {""Q1718656"": {""type"": ""item"", ""id"": ""Q1718656"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""technical university in Warsaw, Poland""}}}}, ""success"": 1}"
248,=577,454=,University of Tromsø,NO,Norway,L,FC,HI,4.0,A,12.1,601+,3.7,601+,70.5,182,8.9,701+,70.4,273,7.7,701+,42.5,360,9.6,701+,21.8,524=,20.5,University of Tromsø The Arctic University of Norway,"{""entities"": {""Q279724"": {""type"": ""item"", ""id"": ""Q279724"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Norway""}}}}, ""success"": 1}"
249,=580,486=,University of Klagenfurt,AT,Austria,S,FO,VH,4.0,A,5.5,601+,4.3,601+,60.2,235,11.4,701+,95.2,148,86.6,137,3.0,701+,12.0,701+,1.6,701+,20.4,University of Klagenfurt,"{""entities"": {""Q690639"": {""type"": ""item"", ""id"": ""Q690639"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""federal Austrian university""}}}}, ""success"": 1}"
250,=582,601-650,Comillas Pontifical University,ES,Spain,M,FO,VH,3.0,B,8.1,601+,65.9,121,39.9,395,2.3,701+,19.3,597,5.8,701+,1.0,701+,45.5,154,2.0,701+,20.3,Universidad Pontificia Comillas,"{""entities"": {""Q1687025"": {""type"": ""item"", ""id"": ""Q1687025"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university located in Madrid, Spain""}}}}, ""success"": 1}"
251,=586,398=,Tomsk Polytechnic University,RU,Russia,M,FO,VH,5.0,A,9.7,601+,7.5,601+,93.9,66,4.0,701+,8.1,701+,76.6,177,21.3,535,8.1,701+,8.3,701+,20.2,National Research Tomsk Polytechnic University,"{""entities"": {""Q1466666"": {""type"": ""item"", ""id"": ""Q1466666"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
252,=590,801-1000,Manchester Metropolitan University,UK,United Kingdom,XL,CO,VH,4.0,A,12.0,601+,13.4,601+,8.5,701+,9.8,701+,44.4,380,40.5,339,66.6,210,14.6,576,69.3,210=,20.1,Manchester Metropolitan University (MMU),"{""entities"": {""Q1888771"": {""type"": ""item"", ""id"": ""Q1888771"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Manchester, UK""}}}}, ""success"": 1}"
253,=593,511-520,"Goldsmiths, University of London",UK,United Kingdom,M,FO,VH,5.0,A,14.9,587,6.0,601+,14.7,701+,13.6,663,97.8,117,92.8,101,1.2,701+,17.2,490,1.8,701+,20.0,"Goldsmiths, University of London","{""entities"": {""Q528231"": {""type"": ""item"", ""id"": ""Q528231"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in London, UK""}}}}, ""success"": 1}"
